년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2022,우리교통차고지,교통관련시설지역,대지(2지역),2지역,1490,1-2,0.17,61.6,8.68,0.15,49.7,0,234.4,24.4,,,,,,0,0,0,0,85,,,,,9
2022,(주)태정화학,산업단지 및 공장지역,잡종지(2지역),2지역,717,0-1,0,1.3,2.21,0,19.7,0,59.1,1.1,39,,,0,,0,0,0,0,0,0,0,,0,5.3
2022,(주)태정화학,산업단지 및 공장지역,잡종지(2지역),2지역,717,2-4,0.15,1.1,1.71,0,20.1,0,55.6,1.2,,,,,,0,0,0,0,0,0,0,,0,6.8
2022,정석케미칼,산업단지 및 공장지역,창고용지,2지역,2721,0-1,0.12,12.4,1.71,0,11.2,0,128.7,33.3,247,,,0,,0,0,0,0,0,0,0,,0,7.9
2022,정석케미칼,산업단지 및 공장지역,창고용지,2지역,2721,2-4,0.16,33.1,1.9,0,12.3,0,100,16.8,,,,,,0,0,0,0,,0,0,,0,7.4
2022,(주)아이앤티,산업단지 및 공장지역,공장용지,3지역,13537,0-1,0,5,1.96,0,21.5,0,52.1,7.3,140,,,0,,0,0,0,0,0,0,0,,0,7
2022,(주)아이앤티,산업단지 및 공장지역,공장용지,3지역,13537,2-4,0,11.2,1.72,0,22.1,0,48.6,5.5,,,,,,0,0,0,0,,0,0,,0,7.1
2022,현석환경,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,9576,0-1,0.44,129.6,6.77,0.06,45.8,0,255.3,26.8,286,,,0,,0,0,0,0,56,0,0,,0,8.6
2022,현석환경,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,9576,2-3,0.13,10,4.81,0,24.8,0,81.9,7.7,,,,,,,,,,,,,,,8.2
2022,(주)동아석유 마장주유소,교통관련시설지역,주유소용지,3지역,414,0-1.5,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.9
2022,(주)동아석유 마장주유소,교통관련시설지역,주유소용지,3지역,414,3-4.5,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.8
2022,신하주유소,교통관련시설지역,주유소용지,3지역,973,0-1,,,,,,,,,,,,,,0,0,0,0,0,,,,,9.2
2022,신하주유소,교통관련시설지역,주유소용지,3지역,973,2-4,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.7
2022,(합)월드주유소,교통관련시설지역,대지(1지역),1지역,1375,0-1,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.5
2022,(합)월드주유소,교통관련시설지역,대지(1지역),1지역,1375,2-4,,,,,,,,,,,,,,0,0,0,0,0,,,,,7.7
2022,만남주유소,교통관련시설지역,주유소용지,3지역,905,0-1,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.9
2022,만남주유소,교통관련시설지역,주유소용지,3지역,905,3-4.5,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.9
2022,이천현대폐차산업,교통관련시설지역,잡종지(2지역),2지역,2991,0-1,0.72,31.4,4.76,0,68.5,0,332.8,20.8,,,,,,0,0,0,0,208,,,,,10.6
2022,이천현대폐차산업,교통관련시설지역,잡종지(2지역),2지역,2991,2-3.5,0.18,8.3,2.04,0,43.6,0,118.5,9.3,,,,,,,,,,,,,,,9.1
2022,그린자동차산업,교통관련시설지역,잡종지(2지역),2지역,4770,0-1,0,6,2.29,0,15.7,0,53.5,9.1,,,,,,0,0,0,0,97,,,,,9.1
2022,그린자동차산업,교통관련시설지역,잡종지(2지역),2지역,4770,2-4,0,2.3,1.55,0.1,11.3,0,33.3,1.4,,,,,,,,,,,,,,,6.8
2022,머크일렉트로닉머티리얼즈,산업단지 및 공장지역,공장용지,3지역,16394,0-1,0.18,43.4,4.52,0,30.8,0,118.6,46.5,327,,,0,,0,0,0,0,0,0,0,,0,8.2
2022,머크일렉트로닉머티리얼즈,산업단지 및 공장지역,공장용지,3지역,16394,1-5,0,35.2,2.67,0,17.5,0,91,36.9,,,,,,0,0,0,0,0,0,0,,0,8.3
2022,(주)원익큐엔씨 안성지점,산업단지 및 공장지역,공장용지,3지역,18944,0-1.5,0.46,44,7.06,0,39,0,198.1,21.4,354,,,0,,0,0,0,0,128,0,0,,0,9.7
2022,(주)원익큐엔씨 안성지점,산업단지 및 공장지역,공장용지,3지역,18944,1.5-5,0.18,23.4,2.76,0,25.1,0,144,19.7,,,,,,0,0,0,0,135,0,0,,0,9.1
2022,(주)성보씨엔이,산업단지 및 공장지역,공장용지,3지역,27475,0-1.5,0,17.3,6.43,0,17.1,0,65.1,17.2,33,,,0,,0,0,0,0,104,0,0,,0,8.2
2022,(주)성보씨엔이,산업단지 및 공장지역,공장용지,3지역,27475,1.5-5,0,15.5,5.23,0,17.7,0,65.7,15.7,,,,,,0,0,0,0,59,0,0,,0,7.8
2022,(주)케이씨씨,산업단지 및 공장지역,공장용지,3지역,366860,0-1,0,7.3,4.42,0,22.4,0,90,6.8,97,,,0,,,,,,,,,,,8.7
2022,(주)케이씨씨,산업단지 및 공장지역,공장용지,3지역,366860,4-5,0,6,4.9,0,20.5,0,79.6,6.6,,,,,,0,0,0,0,52,0,0,,0,7.8
2022,(주)케이씨씨,산업단지 및 공장지역,공장용지,3지역,366860,0-1,0.13,12.1,13.58,0,24.1,0,90.4,21.7,273,,,0,,,,,,,,,,,8.2
2022,(주)케이씨씨,산업단지 및 공장지역,공장용지,3지역,366860,4-5,0,13.6,6.9,0,23.3,0,77.8,12.4,,,,,,0,0,0,0,0,0,0,,0,7.9
2022,지큐피앤씨(주),산업단지 및 공장지역,공장용지,3지역,6610,0-1,0,19.1,4.96,0,46.6,0,81.1,3.9,33,,,0,,,,,,,,,,,8.6
2022,지큐피앤씨(주),산업단지 및 공장지역,공장용지,3지역,6610,3-4.5,0.17,1.9,3.12,0,21.1,0,79.3,1.2,,,,,,0,0,0,0,0,0,0,,0,7.4
2022,(주)에스아이판,산업단지 및 공장지역,공장용지,3지역,7675,0-1,0,8.7,3.46,0,25.5,0,116,6.2,145,,,0,,0,0,0,0,0,0,0,,0,7.7
2022,(주)에스아이판,산업단지 및 공장지역,공장용지,3지역,7675,1-2,0,4,3.54,0,18.7,0,85.9,5.5,,,,,,,,,,,,,,,7.7
2022,켐트랜드코리아(주),산업단지 및 공장지역,공장용지,3지역,4954,0-1,0.57,19.8,7.31,0,38.7,0,561.9,9.5,353,,,0,,0,0,0,0,0,0,0,,0,8.7
2022,켐트랜드코리아(주),산업단지 및 공장지역,공장용지,3지역,4954,3-4.5,0.11,5.3,4.11,0,19.1,0,88.7,2.1,,,,,,,,,,,,,,,9
2022,신흥물산(주),폐기물 처리 및 재활용 관련 지역,공장용지,3지역,3636,0-1,0,2.9,2.58,0,27.3,0,100.2,3.4,32,,,0,,0,0,0,0,0,0,0,,0,5.3
2022,신흥물산(주),폐기물 처리 및 재활용 관련 지역,공장용지,3지역,3636,2-3,0,2.1,2.28,0,22.1,0,62.8,2.8,,,,,,,,,,,,,,,6.1
2022,(주)프리솔,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,2913,0-1,0,6.6,3.78,0,25.4,0,95.9,12.6,31,,,0,,0,0,0,0,0,0,0,,0,7.7
2022,(주)프리솔,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,2913,2-3,0,7.5,4.1,0,19.4,0,111.2,13.6,,,,,,,,,,,,,,,7.9
2022,(주)그린포레에너지,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,6017,0-1,0.33,29.1,3.22,0,25.2,0,208.1,11.3,303,,,0,,0,0,0,0,0,0,0,,0,7.2
2022,(주)그린포레에너지,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,6017,2-3,0.26,34.3,2.85,0,18.3,0,172.4,11.6,,,,,,,,,,,,,,,7.3
2022,㈜유카스에너지_주유소,산업단지 및 공장지역,주유소용지,3지역,853,0-1,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.7
2022,㈜유카스에너지_주유소,산업단지 및 공장지역,주유소용지,3지역,853,3-4,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.6
2022,케닉스,산업단지 및 공장지역,공장용지,3지역,2691,0-1,0.62,17.1,5.56,0,68.1,0,148,8.3,272,,,0,,0,0,0,0,0,0,0,,0,9.1
2022,케닉스,산업단지 및 공장지역,공장용지,3지역,2691,3-4,0.83,9.6,4.45,0,111.7,0,97,4.5,,,,,,0,0,0,0,0,0,0,,0,9
2022,㈜예경켐텍,산업단지 및 공장지역,주유소용지,3지역,4224,0-1,0.42,34.4,13.2,0,41.2,0,132.2,29.7,209,,,0,,0,0,0,0,0,0,0,,0,8.7
2022,㈜예경켐텍,산업단지 및 공장지역,주유소용지,3지역,4224,3-4,0.27,46.1,7.64,0,25.4,0,124.5,36,,,,,,0,0,0,0,0,0,0,,0,7.5
2022,제일주유소,산업단지 및 공장지역,주유소용지,3지역,1233,0-1,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.3
2022,제일주유소,산업단지 및 공장지역,주유소용지,3지역,1233,3-4,,,,,,,,,,,,,,0,0,0,0,0,,,,,7.5
2022,청솔산업㈜,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,3948,0-1,0.16,22.9,13.08,0,28.5,0,93.8,27.8,99,,,0,,0,0,0,0,0,0,0,,0,5.8
2022,청솔산업㈜,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,3948,1.5-2.5,0.2,18.3,12.06,0,27.4,0,56.9,25.3,,,,,,,,,,,,,,,6.4
2022,㈜동아에프이,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,2784,0-1,0.8,86.6,14.77,0,137.8,0,174.1,31.1,315,,,0,,0,0,0,0,0,0,0,,0,8.2
2022,㈜동아에프이,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,2784,2.5-3.5,0,26.5,9.33,0,56.6,0,71.6,13.1,,,,,,,,,,,,,,,5.2
2022,김포에너지㈜,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,2889,0-1,0.43,61.3,7.94,0,63.6,0,162.1,10.6,185,,,0,,0,0,0,0,0,0,0,,0,8.6
2022,김포에너지㈜,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,2889,1.5-2.5,0,13.7,9.56,0,31,0,49,15.9,,,,,,,,,,,,,,,7.1
2022,삼민운수,교통관련시설지역,주유소용지,3지역,2277,0-1,0.91,39.4,7.72,0,77.9,0,169.1,17.3,,,,,,0,0,0,0,0,,,,,10.1
2022,삼민운수,교통관련시설지역,주유소용지,3지역,2277,3-4,0.12,19.2,7.06,0,28.6,0,64.3,29,,,,,,0,0,0,0,0,,,,,8.3
2022,금성폐차장,교통관련시설지역,공장용지,3지역,753,0-1,0.34,48.5,4.06,0,34.2,0,114.1,59.6,,,,,,0,0,0,0,0,,,,,8
2022,금성폐차장,교통관련시설지역,공장용지,3지역,753,1-2,0.33,57.9,13.07,0,38.2,0,95.9,83.9,,,,,,,,,,,,,,,7.8
2022,현대폐차장,교통관련시설지역,잡종지(2지역),2지역,1654,0-1,0.12,22.8,8.76,0,23.1,0,73.7,21.6,,,,,,0,0,0,0,0,,,,,7.5
2022,현대폐차장,교통관련시설지역,잡종지(2지역),2지역,1654,2-3,0.26,26.7,10.9,0.06,34.5,0,85.3,21.9,,,,,,,,,,,,,,,8.5
2022,현대자동차㈜남양연구소,산업단지 및 공장지역,잡종지(3지역),3지역,1349054,0-2m,0.47,35.4,12.25,0.05,55.8,0,134,29.2,131,,,0,,0,0,0,0,0,0,0,,0,8.6
2022,현대자동차㈜남양연구소,산업단지 및 공장지역,잡종지(3지역),3지역,1349054,2-5m,0.46,31.7,7.31,0,53.9,0,133.3,28.3,,,,,,,,,,,,,,,8.9
2022,현대자동차㈜남양연구소,산업단지 및 공장지역,잡종지(3지역),3지역,1349054,0-2m,0.27,21.7,4.4,0,45.8,0,118.6,19.6,471,,,0,,0,0,0,0,0,0,0,,0,9.4
2022,현대자동차㈜남양연구소,산업단지 및 공장지역,잡종지(3지역),3지역,1349054,2-5m,0,19.1,7.17,0,16.4,0,59,21,,,,,,,,,,,,,,,9
2022,㈜동진쎄미켐,산업단지 및 공장지역,공장용지,3지역,18508,0-2m,0.17,21.1,5.46,0,18.8,0,52.1,20.6,54,,,0,,0,0,0,0,0,0,0,,0,8.4
2022,㈜동진쎄미켐,산업단지 및 공장지역,공장용지,3지역,18508,2-6m,0.11,14.2,2.81,0,19.9,0,47.6,8.4,,,,,,,,,,,,,,,8.6
2022,(주)일성화학,산업단지 및 공장지역,공장용지,3지역,5201,0-2m,0.71,67.3,8.18,0.05,62.7,0,212.2,84.5,186,,,0,,,,,,,,,,,8.9
2022,(주)일성화학,산업단지 및 공장지역,공장용지,3지역,5201,2-5m,0.7,62.4,7.15,0.05,58.8,0.5,209.5,80.9,,,,,,0,0,0,0,53,0,0,,0,8.8
2022,일광잉크페인트(주),산업단지 및 공장지역,공장용지,3지역,4844,0-2m,0.13,29.4,6.5,0,25.1,0,84.3,24.3,53,,,0,,0,0,0,0,0,0,0,,0,8.8
2022,일광잉크페인트(주),산업단지 및 공장지역,공장용지,3지역,4844,2-5m,0.37,17.1,5.87,0,26.9,0,64.4,20.4,,,,,,,,,,,,,,,9
2022,(주)대웅바이오 제3공장,산업단지 및 공장지역,공장용지,3지역,46893,0-2m,0,44.8,3.77,0,19.2,0,87.3,42.4,110,,,0,,0,0,0,0,0,0,0,,0,8.8
2022,(주)대웅바이오 제3공장,산업단지 및 공장지역,공장용지,3지역,46893,2-5m,0.19,43,3.77,0,20.9,0,93,49.9,,,,,,,,,,,,,,,8.8
2022,(주)협화화성,산업단지 및 공장지역,공장용지,3지역,3305,0-2m,0,25.7,5.44,0,21.6,0,83.8,25.2,56,,,0,,0,0,0,0,0,0,0,,0,7.4
2022,(주)협화화성,산업단지 및 공장지역,공장용지,3지역,3305,2-5m,0.1,22.2,6.16,0,21.9,0,86.8,21.4,,,,,,0,0,0,0,0,0,0,,0,8
2022,남성레미콘(주),산업단지 및 공장지역,공장용지,3지역,1310,0-2m,0.14,31.9,3.76,0,21.1,0,82.7,20.1,128,,,0,,0,0,0,0,0,0,0,,0,8.2
2022,남성레미콘(주),산업단지 및 공장지역,공장용지,3지역,1310,2-5m,0.48,51.2,5.02,0,40.6,0,133.9,31.8,,,,,,0,0,0,0,0,0,0,,0,8.7
2022,(주)코렉스,산업단지 및 공장지역,공장용지,3지역,3258,0-1m,1.47,34.3,21.68,0,59.2,0,197,29.2,597,,,0,,0,0,0,0,0,0,0,,0,9.1
2022,(주)코렉스,산업단지 및 공장지역,공장용지,3지역,3258,1-2m,0.32,26.5,7.48,0,32.3,0,107,26.3,,,,,,,,,,,,,,,8.8
2022,경기윤활유상사,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,5709,0-2m,0,24.1,3.4,0,34.9,0,81.2,22.4,70,,,0,,0,0,0,0,0,0,0,,0,9.1
2022,경기윤활유상사,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,5709,2-5m,0,21.8,3.35,0,30.1,0,87.3,18.5,,,,,,,,,,,,,,,7.7
2022,대양그린산업(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3931,0-2m,0,22.2,4.46,0,15.4,0,71,28,130,,,0,,0,0,0,0,0,0,0,,0,8
2022,대양그린산업(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3931,2-5m,0,18.6,2.75,0,13,0,105.1,10,,,,,,,,,,,,,,,8.8
2022,초월공단주유소,산업단지 및 공장지역,주유소용지,3지역,1236,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.7
2022,초월공단주유소,산업단지 및 공장지역,주유소용지,3지역,1236,2-3m,,,,,,,,,,,,,,0,0,0,0,0,,,,,7.1
2022,기름나라주유소,산업단지 및 공장지역,주유소용지,3지역,1651,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.6
2022,기름나라주유소,산업단지 및 공장지역,주유소용지,3지역,1651,3-4m,,,,,,,,,,,,,,0,0,0,0,0,,,,,6.8
2022,(주)골든,산업단지 및 공장지역,공장용지,3지역,1686,0-0.15m,0.77,29.7,6.93,0,33.6,0,125.7,21.6,304,,,0,,0,0,0,0,0,0,0,,0,9.2
2022,(주)골든,산업단지 및 공장지역,공장용지,3지역,1686,2-3m,0,13.8,4.72,0,10.6,0,41.7,18.1,,,,,,0,0,0,0,0,0,0,,0,8
2022,㈜코리아임팩트,산업단지 및 공장지역,공장용지,3지역,5853,0-0.15m,0.45,92.7,19.84,0,32.5,0,135.3,38,328,,,0,,0,0,0,0,0,0,0,,0,8.9
2022,㈜우성팩,산업단지 및 공장지역,공장용지,3지역,10294,0-0.15m,0.19,57.7,7.75,0,20.5,0,91.7,28.9,113,,,0,,0,0,0,0,0,0,0,,0,8.9
2022,㈜우성팩,산업단지 및 공장지역,공장용지,3지역,10294,3-4m,0.29,55.7,9.16,0,29.7,0,157.4,28.6,,,,,,0,0,0,0,,0,0,,0,8.3
2022,삼일산업,공장폐수 유입지역,공장용지,3지역,1724,0-0.15m,0.36,39.2,25.3,0,37.7,0,110.3,31.5,94,,,0,,0,0,0,0,0,0,0,,0,8.8
2022,삼일산업,공장폐수 유입지역,공장용지,3지역,1724,3-4m,0,30.1,9.39,0,12.8,0,116.8,36.8,,,,,,0,0,0,0,,0,0,,0,7.7
2022,행정타운주유소,원광석·고철 등의 보관·사용지역,주유소용지,3지역,1324,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.5
2022,행정타운주유소,원광석·고철 등의 보관·사용지역,주유소용지,3지역,1324,1-2m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.1
2022,(주)대원고속,교통관련시설지역,잡종지(3지역),3지역,4773,0-0.15m,0.24,48.6,8.52,0,24.9,0,120.2,45.1,,,,,,0,0,0,0,0,,,,,8.8
2022,(주)대원고속,교통관련시설지역,잡종지(3지역),3지역,4773,3-4m,0.19,41.7,9.19,0,27.5,0,118.4,56.2,,,,,,0,0,0,0,0,,,,,8.6
2022,경기고속주유소,교통관련시설지역,대지(2지역),2지역,836,0-0.15m,,,,,,,,,,,,,,0,0,0,0,106,,,,,9.8
2022,경기고속주유소,교통관련시설지역,대지(2지역),2지역,836,4-5m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.1
2022,초월주유소,철도관련 시설 및 철도 폐침목 사용지역,잡종지(3지역),3지역,1033,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.9
2022,초월주유소,철도관련 시설 및 철도 폐침목 사용지역,잡종지(3지역),3지역,1033,1-2m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.6
2022,곤지암셀프주유소,철도관련 시설 및 철도 폐침목 사용지역,주유소용지,3지역,990,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.3
2022,곤지암셀프주유소,철도관련 시설 및 철도 폐침목 사용지역,주유소용지,3지역,990,1-2m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.6
2022,지에스칼텍스정유㈜ 산업로주유소,사고·민원 등 발생지역,잡종지(3지역),3지역,2803,0-0.15m,,,,,,,,,,,,,,0,0,0,0,0,,,,,9.2
2022,지에스칼텍스정유㈜ 산업로주유소,사고·민원 등 발생지역,잡종지(3지역),3지역,2803,2-3m,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.5
2022,㈜뉴옵틱스,산업단지 및 공장지역,공장용지,3지역,33092,0-2,0,50.9,2.87,0,21.2,0,84.6,3.1,156,,,0,,,,,,,,,,,7.9
2022,㈜뉴옵틱스,산업단지 및 공장지역,공장용지,3지역,33092,2-3.5,0.1,4.8,2.3,0,23.9,0,55.9,2.5,,,,,,0,0,0,0.1,107,0,0,,0,5.6
2022,㈜다나케미칼,산업단지 및 공장지역,공장용지,3지역,990,0-2,0,32.5,3.56,0.02,17.4,0,72,32.5,174,,,0,,,,,,,,,,,6.7
2022,㈜다나케미칼,산업단지 및 공장지역,공장용지,3지역,990,2-5,0,27.7,3.37,0.02,16.2,0,61.2,32.4,,,,,,0,0,0,0.1,124,0,0,,0,6.9
2022,㈜하나화학,산업단지 및 공장지역,공장용지,3지역,2383,0-2,0.4,7.2,2.8,0,13.4,0,98.4,3.8,60,,,0,,,,,,,,,,,7.3
2022,㈜하나화학,산업단지 및 공장지역,공장용지,3지역,2383,2-4,0.63,4.7,3.11,0,10.2,0,68.3,2.6,,,,,,0,0,0,0.1,103,0,0,,0,7.6
2022,천일페인트㈜,산업단지 및 공장지역,공장용지,3지역,2875,0-2,0,42,4.88,0.03,17.5,0,63.6,11.3,365,,,0,,,,,,,,,,,7.6
2022,천일페인트㈜,산업단지 및 공장지역,공장용지,3지역,2875,2-5,0,11.1,5.42,0.03,14.4,0,54.6,12.5,,,,,,0,0,0.2,0.5,0,0,0,,0,7.4
2022,부림케미칼㈜,산업단지 및 공장지역,공장용지,3지역,17074,0-1,0.17,19,7.01,0.03,21.5,0,84.9,3.3,242,,,0,,,,,,,,,,,7.4
2022,부림케미칼㈜,산업단지 및 공장지역,공장용지,3지역,17074,1-3,0.17,15.5,8.62,0.01,23.8,0,80.5,7.2,,,,,,0,0,0,0,0,0,0,,0,7.3
2022,가래비주유소,교통관련시설지역,주유소용지,3지역,924,0-2,,,,,,,,,,,,,,0,0,0,0.1,0,,,,,6.8
2022,가래비주유소,교통관련시설지역,주유소용지,3지역,924,2-4,,,,,,,,,,,,,,0,0,0,0.1,0,,,,,6.7
2022,SK덕도주유소,교통관련시설지역,주유소용지,3지역,919,0-2,,,,,,,,,,,,,,0,0,0,0.1,0,,,,,7
2022,SK덕도주유소,교통관련시설지역,주유소용지,3지역,919,2-5,,,,,,,,,,,,,,0,0,0,0.2,0,,,,,7
2022,남방주유소,교통관련시설지역,주유소용지,3지역,660,0-2,,,,,,,,,,,,,,0,0,0,0,0,,,,,6.6
2022,남방주유소,교통관련시설지역,주유소용지,3지역,660,2-5,,,,,,,,,,,,,,0,0,0,0.1,0,,,,,6.8
2022,금강주유소,교통관련시설지역,주유소용지,3지역,660,0-2,,,,,,,,,,,,,,0,0,0,0,0,,,,,6.9
2022,금강주유소,교통관련시설지역,주유소용지,3지역,660,2-5,,,,,,,,,,,,,,0,0,0,0,0,,,,,7.1
2022,신내IC주유소,교통관련시설지역,주유소용지,3지역,1335,0-2,,,,,,,,,,,,,,0,0,0,0,0,,,,,8.2
2022,신내IC주유소,교통관련시설지역,주유소용지,3지역,1335,2-5,,,,,,,,,,,,,,0,0,0,0.1,0,,,,,8
2022,(주)에스제이금속,산업단지 및 공장지역,공장용지,3지역,3105.9,0-1,0.52,27.8,4.84,0,27.7,0,143.4,22.4,357,,,0,,0,0,0,0.1,0,0,0,,0,8.5
2022,(주)에스제이금속,산업단지 및 공장지역,공장용지,3지역,3105.9,2-3.5,0,19.9,2.76,0,23.3,0,97.3,25.1,,,,,,,,,,,,,,,8.6
2022,주식회사왕신,산업단지 및 공장지역,공장용지,3지역,4597.3,0-1,0,21.2,4.47,0,16.5,0,56.9,7.6,73,,,0,,0,0,0,0.1,0,0,0,,0,7.8
2022,주식회사왕신,산업단지 및 공장지역,공장용지,3지역,4597.3,1-1.5,0,8.3,0,0.02,9.4,0,54.3,2.5,,,,,,,,,,,,,,,7.9
2022,(주)씨밀렉스코리아,산업단지 및 공장지역,공장용지,3지역,9012.8,0-1,0,13.5,1.53,0.03,11,0,67.6,10.1,583,,,0,,0,0,0,0.1,0,0,0,,0,7.6
2022,(주)씨밀렉스코리아,산업단지 및 공장지역,공장용지,3지역,9012.8,,0,15.7,1.99,0.03,11,0,67.8,10.8,,,,,,,,,,,,,,,7.5
2022,㈜이원브이엘,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,1605,0-1,0,8,1.5,0,15.1,0,39.7,2.1,517,,,0,,0,0,0,0.1,0,0,0,,0,8.1
2022,㈜이원브이엘,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,1605,1.5-3.5,0,10.1,2.74,0.02,24.4,0,35.9,5,,,,,,,,,,,,,,,7.8
2022,무림종기,폐기물 처리 및 재활용 관련 지역,답,1지역,3291,0-1,0.23,21,4.66,0.02,19.4,0,97.3,9.1,224,,,0,,0,0,0.2,0.6,0,0,0,,0.1,8.5
2022,무림종기,폐기물 처리 및 재활용 관련 지역,답,1지역,3291,1-3,0.17,34.5,4.93,0.03,22.4,0,107.6,21.2,,,,,,,,,,,,,,,8.7
2022,ES산업,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,1600,0-1,0,14.7,3.69,0.02,17.3,0,63.5,6.1,94,,,0,,0,0,0,0.2,0,0,0,,0,8.1
2022,ES산업,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,1600,2-3.5,0,6.4,2.86,0.02,13.2,0,37.9,5.5,,,,,,,,,,,,,,,7.7
2022,동남공업사,교통관련시설지역,대지(2지역),2지역,1370,0-1.5,0,8.8,1.65,0.02,13.4,0,55.3,3.6,,,,,,0,0,0,0.1,0,,,,,8.9
2022,동남공업사,교통관련시설지역,대지(2지역),2지역,1370,2-3.5,0,17.4,4.14,0.03,17.4,0,75.5,11.4,,,,,,,,,,,,,,,8.2
2022,대성자동차공업㈜,교통관련시설지역,잡종지(2지역),2지역,3177,0-1.5,0.18,18.8,2.2,0.01,14.6,0,77.7,17.2,,,,,,0,0,0,0.1,0,,,,,8.5
2022,대성자동차공업㈜,교통관련시설지역,잡종지(2지역),2지역,3177,2-3.5,0.24,23.7,3.92,0.04,23.1,0,124,10.2,,,,,,,,,,,,,,,8.6
2022,신동부자동차공업사,교통관련시설지역,공장용지,3지역,992,0-1.5,0.15,10.9,2.76,0.01,14.3,0,66.4,12.9,,,,,,0,0,0,0.2,0,,,,,8.8
2022,신동부자동차공업사,교통관련시설지역,공장용지,3지역,992,2-3.5,0,4.3,0,0,12.1,0,24.2,1.6,,,,,,,,,,,,,,,8.2
2022,에코산업단지,토지개발지역,임야,2지역,66843,0-1,0,4.4,2.98,0,13,0,31.6,0.8,291,0,,0,,0,0,0,0.1,57,0,0,,0,7.2
2022,에코산업단지,토지개발지역,임야,2지역,66843,1-2.5,0,3.8,2.91,0,12.5,0,31.1,1.2,,,,,,,,,,,,,,,7.3
2022,(주)대일이앤씨,산업단지 및 공장지역,창고용지,2지역,17371,0-1,0.44,54.3,7.44,0.17,59.1,0,194.4,18.8,270,,,0,,0,0,0,0,0,0,0,,0,8.5
2022,(주)대일이앤씨,산업단지 및 공장지역,창고용지,2지역,17371,1-2.5,0,9.1,5.97,0,33.3,0,54.2,7.7,,,,,,,,,,,,,,,7.7
2022,캐슬파인CC,산업단지 및 공장지역,체육용지,2지역,15115,0-1,0,4.1,3.35,0,18.3,0,68.9,5,136,,,0,,,,,,,,,,,8.8
2022,캐슬파인CC,산업단지 및 공장지역,체육용지,2지역,15115,1-3,0,3.9,3.53,0,17.5,0,70.5,3.9,,,,,,0,0,0,0,0,0,0,,0,8.8
2022,한일시멘트(주) 여주공장,산업단지 및 공장지역,공장용지,3지역,22054,0-1,0,5.4,3.72,0,29.1,0,76,4.6,202,,,0,,,,,,,,,,,8.8
